visitor_ab,home_ab,visitor_hr,home_hr,visitor_h,home_h,visitor_2b,home_2b,visitor_3b,home_3b,visitor_bb,home_bb,home,visitor,year
35,30,0,0,7,5,2,1,0,0,1,2,LAN,ARI,2009
32,31,0,1,7,6,4,1,0,0,10,7,PIT,MIL,2009
33,31,1,0,6,7,1,3,0,0,2,4,SDN,COL,2009
38,37,2,3,15,11,4,3,0,0,2,2,SLN,PHI,2009
46,42,0,2,14,11,6,0,0,0,5,8,WAS,HOU,2009
30,37,0,2,5,11,0,3,0,1,5,4,DET,MIN,2009
46,42,2,2,16,11,1,2,1,0,5,11,KCA,CHA,2009
34,36,1,1,8,10,1,2,0,0,7,1,NYA,BOS,2009
36,30,0,1,9,6,2,2,0,0,1,2,OAK,ANA,2009
44,31,2,0,16,3,2,2,0,0,2,4,SEA,TEX,2009
30,32,2,0,4,8,1,3,0,0,2,1,TBA,BAL,2009
38,35,0,2,13,12,1,1,0,0,1,2,TOR,CLE,2009
44,35,3,2,20,9,3,1,0,0,5,4,CIN,MIL,2009
31,33,0,3,5,13,2,3,0,1,1,4,COL,SFN,2009
35,36,0,1,9,10,1,3,0,0,7,3,FLO,ATL,2009
36,34,1,1,8,8,2,1,1,0,4,3,HOU,CHN,2009
31,34,1,0,6,11,2,3,0,0,5,8,LAN,WAS,2009
31,25,0,0,3,2,2,1,0,0,3,4,NYN,PHI,2009
33,31,2,0,6,5,1,0,0,0,4,4,SDN,ARI,2009
31,28,0,1,6,7,2,1,0,1,7,2,SLN,PIT,2009
41,33,3,0,15,7,2,2,0,0,8,2,ANA,TOR,2009
21,22,0,2,5,8,0,3,0,0,1,0,BAL,MIN,2009
38,32,2,0,13,8,2,2,1,0,5,3,BOS,CLE,2009
35,38,0,1,9,17,3,3,0,0,1,4,KCA,SEA,2009
38,37,1,0,9,9,2,5,0,0,2,2,NYA,TBA,2009
33,30,1,0,9,6,1,1,0,0,0,3,OAK,TEX,2009
33,30,0,2,7,9,2,2,0,1,3,3,CIN,MIL,2009
41,29,2,2,12,4,0,0,0,0,0,6,COL,SFN,2009
36,29,2,2,12,4,1,0,0,0,1,3,FLO,ATL,2009
38,34,2,1,14,8,2,2,0,2,5,4,HOU,CHN,2009
44,38,1,1,18,14,5,1,0,1,4,4,LAN,WAS,2009
35,34,2,3,10,10,2,2,0,0,2,3,NYN,PHI,2009
32,40,0,0,5,13,3,3,0,0,6,5,SDN,ARI,2009
30,30,1,1,4,8,1,1,0,1,3,2,SLN,PIT,2009
30,33,1,2,3,10,1,2,0,0,0,0,ANA,TOR,2009
36,31,0,2,14,9,1,0,0,0,2,2,BAL,MIN,2009
30,36,0,1,7,13,2,3,0,1,4,3,BOS,CLE,2009
30,31,0,2,3,6,1,3,0,0,2,3,CHA,DET,2009
33,27,0,0,9,7,2,2,0,0,3,1,KCA,SEA,2009
39,36,6,2,13,10,0,3,0,0,2,5,NYA,TBA,2009
39,35,1,2,11,12,7,3,0,0,0,4,OAK,TEX,2009
37,38,2,0,11,12,1,3,1,1,3,2,ARI,WAS,2009
32,32,1,0,8,11,2,2,0,0,4,2,CIN,SLN,2009
42,35,2,1,16,8,0,3,0,0,2,3,COL,FLO,2009
32,28,0,0,5,5,2,1,0,0,0,3,HOU,SDN,2009
30,31,0,0,10,9,0,2,0,0,4,5,LAN,SFN,2009
31,30,1,2,5,7,1,1,1,0,1,3,MIL,CHN,2009
35,35,0,1,9,13,2,1,0,0,2,3,NYN,PIT,2009
33,34,2,3,6,8,2,3,0,0,4,3,PHI,ATL,2009
32,34,0,0,4,9,1,2,0,0,3,3,ANA,KCA,2009
34,30,1,0,9,4,3,0,0,0,3,1,BAL,NYA,2009
34,38,0,2,9,15,3,2,1,1,3,1,BOS,TBA,2009
37,30,0,0,11,4,4,0,0,0,3,1,CHA,TEX,2009
32,27,0,0,7,2,1,1,0,0,2,2,CLE,DET,2009
32,36,0,4,5,13,0,2,0,0,0,5,MIN,SEA,2009
37,29,1,1,8,7,2,2,0,0,3,2,OAK,TOR,2009
33,35,2,0,5,8,0,3,0,0,2,9,ARI,WAS,2009
35,32,1,2,7,11,1,2,0,0,1,3,CIN,SLN,2009
31,34,0,0,6,8,1,0,1,0,1,1,COL,FLO,2009
35,27,0,0,10,6,5,2,0,0,1,6,HOU,SDN,2009
32,34,0,0,4,11,2,5,0,0,0,4,LAN,SFN,2009
37,34,1,2,11,12,4,1,0,0,7,9,MIL,CHN,2009
32,40,1,1,5,17,2,2,0,1,2,1,NYN,PIT,2009
36,31,2,2,9,5,3,2,0,0,2,0,PHI,ATL,2009
30,26,0,0,5,4,0,3,0,0,1,0,ANA,KCA,2009
30,38,3,4,6,16,1,3,0,0,5,2,BAL,NYA,2009
42,37,1,2,17,10,6,1,0,0,4,5,BOS,TBA,2009
34,28,0,0,7,7,1,4,0,0,3,3,CHA,TEX,2009
31,32,0,0,8,7,0,2,1,0,6,2,CLE,DET,2009
34,31,2,3,10,8,2,2,0,0,3,7,MIN,SEA,2009
40,33,1,2,15,8,3,0,0,0,0,3,OAK,TOR,2009
39,39,4,1,13,17,1,4,1,0,5,5,ARI,WAS,2009
40,41,1,5,11,12,6,1,0,0,6,6,CIN,SLN,2009
31,30,0,1,5,7,2,2,0,1,4,4,COL,FLO,2009
33,40,3,3,9,16,1,1,0,2,4,4,HOU,SDN,2009
50,47,0,1,14,11,1,2,0,0,6,2,LAN,SFN,2009
34,33,1,1,9,6,1,3,1,1,2,6,MIL,CHN,2009
34,34,1,0,11,11,2,3,0,0,5,3,NYN,PIT,2009
35,33,0,0,10,6,3,3,0,0,4,5,PHI,ATL,2009
35,26,0,0,10,5,3,0,1,0,3,6,ANA,KCA,2009
37,33,3,1,11,10,2,0,0,0,1,3,BAL,NYA,2009
33,32,0,0,7,9,2,5,0,0,4,3,BOS,TBA,2009
37,28,3,0,9,2,2,1,0,0,3,5,CHA,TEX,2009
30,36,1,0,9,9,2,1,0,0,6,4,CLE,DET,2009
37,33,2,0,10,7,3,2,0,0,2,9,MIN,SEA,2009
38,31,1,0,13,5,1,1,0,0,0,2,OAK,TOR,2009
42,37,2,3,18,11,6,2,0,0,3,0,ARI,CIN,2009
41,32,0,0,16,9,1,3,0,0,2,3,NYN,ATL,2009
41,38,4,0,15,14,1,4,0,0,1,7,SFN,WAS,2009
37,36,0,0,12,13,1,2,0,0,1,4,CLE,CHA,2009
32,32,1,0,6,6,0,1,0,0,0,4,ARI,CIN,2009
31,34,1,2,5,11,1,4,0,0,2,4,CHN,SDN,2009
34,37,0,4,8,12,0,3,0,0,0,4,COL,HOU,2009
31,31,0,4,6,9,1,1,0,0,2,4,MIL,FLO,2009
36,33,0,0,10,9,3,2,0,1,4,5,NYN,ATL,2009
37,27,0,0,11,6,2,1,0,0,0,8,PHI,LAN,2009
31,35,1,2,5,11,0,0,0,1,3,3,PIT,SLN,2009
38,35,1,2,13,11,2,2,0,0,2,3,SFN,WAS,2009
34,30,1,0,8,6,1,0,0,0,3,5,ANA,BOS,2009
36,34,0,2,11,11,4,4,0,0,4,2,BAL,TBA,2009
36,33,3,0,8,8,2,2,0,0,6,5,CLE,CHA,2009
34,30,2,2,9,8,1,0,0,0,3,7,MIN,DET,2009
36,38,2,1,10,13,1,4,0,0,2,6,OAK,KCA,2009
31,37,0,2,4,14,1,3,0,0,2,4,TEX,SEA,2009
30,30,0,1,5,8,2,2,0,0,0,4,TOR,NYA,2009
40,32,0,2,14,5,3,1,1,1,4,3,ARI,CIN,2009
32,27,2,4,11,7,1,0,0,0,2,3,CHN,SDN,2009
51,38,0,2,24,12,6,3,0,1,3,4,COL,HOU,2009
36,31,2,1,11,9,2,0,0,2,2,5,MIL,FLO,2009
46,40,1,2,13,12,7,3,0,1,6,5,NYN,ATL,2009
38,32,2,2,14,5,4,2,0,0,4,5,PHI,LAN,2009
31,35,1,0,6,11,1,5,0,0,0,0,PIT,SLN,2009
38,32,0,0,12,6,5,2,0,1,3,4,SFN,WAS,2009
30,37,1,2,5,14,1,1,0,0,2,5,ANA,BOS,2009
40,40,1,3,15,15,4,4,0,0,6,3,BAL,TBA,2009
33,31,0,2,7,8,0,1,0,0,1,1,CLE,CHA,2009
49,49,3,3,14,17,2,2,1,1,7,7,MIN,DET,2009
31,31,1,0,4,7,0,3,0,0,3,4,OAK,KCA,2009
39,42,3,1,8,11,1,3,0,1,3,8,TEX,SEA,2009
37,33,1,0,11,7,4,3,3,0,4,6,TOR,NYA,2009
31,35,2,0,4,11,1,6,0,0,2,10,CHN,SDN,2009
37,31,1,0,11,5,2,2,0,0,1,1,COL,HOU,2009
32,31,1,2,6,8,2,0,0,0,1,5,MIL,FLO,2009
39,30,1,0,13,5,4,2,1,0,3,5,PHI,LAN,2009
34,35,1,0,10,12,1,1,0,1,1,3,PIT,SLN,2009
38,36,0,0,12,11,2,2,0,0,6,5,SFN,NYN,2009
51,41,0,0,15,11,5,1,0,3,5,2,ANA,BOS,2009
38,35,1,1,12,11,4,4,1,1,7,4,KCA,BAL,2009
34,33,0,0,9,9,2,2,0,0,1,5,MIN,DET,2009
43,33,1,1,18,6,4,1,1,0,2,4,TBA,CLE,2009
32,32,0,2,5,7,3,1,0,0,0,2,TEX,SEA,2009
34,31,1,1,7,5,1,2,0,0,5,4,TOR,NYA,2009
33,32,1,1,7,7,0,0,1,0,2,4,ATL,ARI,2009
37,34,2,1,12,7,1,2,0,1,3,7,FLO,LAN,2009
36,33,1,0,12,7,3,2,0,0,1,2,PIT,COL,2009
32,32,1,1,6,9,4,2,0,0,4,3,SDN,CIN,2009
38,36,0,1,14,11,3,4,0,1,5,0,SFN,NYN,2009
51,44,1,0,16,8,1,2,0,0,9,8,WAS,PHI,2009
34,39,0,2,7,13,1,3,0,0,0,3,DET,OAK,2009
34,37,0,2,7,13,1,1,0,0,2,1,KCA,BAL,2009
33,34,3,2,9,10,1,2,0,1,7,10,NYA,MIN,2009
36,35,0,2,8,11,2,2,1,0,4,4,SEA,BOS,2009
36,32,2,2,11,10,1,2,0,0,6,4,TBA,CLE,2009
38,35,2,4,16,10,3,2,1,1,6,4,TEX,ANA,2009
32,33,2,1,7,12,0,4,0,0,3,3,TOR,CHA,2009
37,31,1,0,11,7,4,1,2,0,9,3,ATL,ARI,2009
34,32,2,1,9,8,0,2,0,0,4,3,CHN,HOU,2009
30,33,0,1,7,8,0,1,1,0,5,4,FLO,LAN,2009
31,33,1,1,6,11,2,2,0,0,5,1,PIT,COL,2009
55,54,2,3,8,10,2,2,0,0,7,12,SDN,CIN,2009
41,38,0,1,16,12,4,4,0,0,2,0,SFN,NYN,2009
29,32,1,0,2,6,0,0,0,0,4,2,SLN,MIL,2009
40,33,3,2,14,8,2,1,0,0,3,2,WAS,PHI,2009
24,22,2,0,9,9,3,3,1,1,6,3,WAS,PHI,2009
31,38,0,1,4,14,1,7,0,0,2,4,DET,OAK,2009
35,30,0,0,9,7,3,1,0,0,2,3,KCA,BAL,2009
38,34,2,2,8,7,1,2,0,0,7,5,NYA,MIN,2009
30,33,3,1,6,6,0,2,0,0,6,3,SEA,BOS,2009
32,30,0,1,6,8,1,1,0,1,4,4,TBA,CLE,2009
34,28,0,0,10,8,0,1,0,0,3,4,TEX,ANA,2009
26,33,0,0,3,11,0,3,0,0,1,2,TOR,CHA,2009
34,39,1,2,7,11,2,2,0,0,4,2,CHN,HOU,2009
38,29,1,1,11,4,3,2,0,0,8,5,FLO,LAN,2009
33,38,0,1,8,15,1,3,0,0,2,5,PIT,COL,2009
30,30,1,1,4,6,1,1,0,0,0,4,SDN,CIN,2009
28,29,0,0,5,7,2,0,0,0,7,2,SFN,NYN,2009
31,33,1,0,7,6,2,1,0,0,8,4,SLN,MIL,2009
35,31,0,0,10,9,3,2,0,0,4,7,WAS,PHI,2009
37,36,2,2,12,13,1,3,0,2,7,6,DET,OAK,2009
32,33,0,0,4,9,0,3,1,2,4,6,KCA,BAL,2009
37,32,0,2,8,9,0,1,0,0,8,1,NYA,MIN,2009
32,35,1,1,8,12,1,1,0,1,5,1,SEA,BOS,2009
34,30,2,0,8,8,3,3,1,2,3,8,TBA,CLE,2009
31,28,0,0,5,6,0,3,0,1,3,3,TEX,ANA,2009
34,32,0,3,8,10,4,1,0,0,3,3,TOR,CHA,2009
35,28,0,0,6,5,1,0,0,0,1,3,ATL,COL,2009
42,39,0,0,11,5,3,0,0,0,4,7,LAN,NYN,2009
33,35,1,2,8,6,2,1,0,0,11,3,SLN,MIL,2009
39,35,1,2,12,11,5,6,1,0,4,6,WAS,PIT,2009
39,34,2,3,13,13,3,1,0,0,5,2,NYA,MIN,2009
41,33,3,1,15,10,3,2,0,0,5,1,SEA,ANA,2009
34,32,2,0,9,9,1,0,0,1,0,9,TBA,OAK,2009
34,25,1,1,7,4,0,0,1,1,2,4,TOR,CHA,2009
27,36,0,0,3,13,1,2,0,0,5,1,ATL,COL,2009
33,33,1,2,7,7,2,1,0,1,1,4,CIN,PHI,2009
32,36,1,1,6,12,0,1,0,0,4,1,FLO,ARI,2009
30,34,0,1,6,8,1,2,0,0,5,1,HOU,MIL,2009
30,32,0,1,6,9,0,1,0,0,6,3,LAN,NYN,2009
33,29,0,2,6,5,1,0,0,0,3,4,SDN,SFN,2009
28,27,0,1,3,5,1,1,0,0,0,3,SLN,CHN,2009
37,34,1,1,8,8,3,0,0,2,4,7,WAS,PIT,2009
32,28,1,0,5,6,0,2,0,0,2,2,BOS,TOR,2009
32,31,1,2,9,7,3,2,0,0,1,5,CHA,MIN,2009
28,32,0,0,1,10,1,2,0,0,2,3,DET,TEX,2009
34,33,1,2,9,11,1,2,0,1,2,1,KCA,CLE,2009
30,31,0,2,3,7,0,1,0,0,1,4,NYA,BAL,2009
38,32,0,2,14,7,2,2,0,0,4,3,SEA,ANA,2009
37,41,1,1,7,9,1,0,0,0,4,3,TBA,OAK,2009
32,35,0,1,6,14,2,1,0,1,3,6,ATL,COL,2009
29,32,1,1,4,12,3,2,0,1,2,2,CIN,PHI,2009
36,33,2,1,9,9,0,2,1,0,2,6,FLO,ARI,2009
52,49,4,2,14,15,4,2,0,0,8,8,FLO,ARI,2009
36,32,1,1,9,8,2,3,0,1,2,5,HOU,MIL,2009
33,30,0,0,7,9,3,1,0,0,4,3,LAN,NYN,2009
32,28,0,1,6,4,3,1,0,0,4,4,SDN,SFN,2009
32,25,0,0,6,6,2,3,0,0,3,2,SLN,CHN,2009
37,32,0,0,11,6,2,0,0,1,3,4,WAS,PIT,2009
40,36,0,5,14,15,3,4,1,1,1,4,BOS,TOR,2009
32,30,1,2,6,7,1,2,0,0,3,4,CHA,MIN,2009
35,32,1,3,8,10,0,1,1,0,2,2,DET,TEX,2009
36,33,0,0,12,8,3,1,0,0,3,9,KCA,CLE,2009
35,31,3,3,10,9,2,2,0,0,1,5,NYA,BAL,2009
30,29,0,0,3,5,1,1,0,0,3,4,SEA,ANA,2009
35,33,0,2,9,8,2,2,0,1,6,3,TBA,OAK,2009
34,31,1,0,10,4,2,0,3,0,7,1,ATL,COL,2009
39,34,4,1,14,9,5,0,0,0,5,5,CIN,PHI,2009
34,33,2,1,7,7,2,1,0,0,3,2,FLO,ARI,2009
39,33,0,2,13,10,2,0,1,0,2,4,HOU,MIL,2009
35,32,1,0,10,6,0,0,0,0,0,3,SDN,SFN,2009
31,31,0,2,5,6,1,1,0,1,1,1,SLN,CHN,2009
32,31,1,0,5,8,2,3,0,0,2,1,WAS,PIT,2009
37,31,0,1,11,7,1,2,0,0,3,1,BOS,TOR,2009
46,34,4,0,20,8,4,0,0,0,5,3,CHA,MIN,2009
33,28,1,2,8,6,3,0,0,0,6,4,DET,TEX,2009
40,34,0,0,16,7,4,2,1,0,3,3,KCA,CLE,2009
39,32,2,2,12,9,3,4,0,0,1,5,NYA,BAL,2009
31,31,3,0,5,6,0,0,0,0,3,3,SEA,ANA,2009
37,34,0,2,12,10,0,3,0,0,7,4,TBA,OAK,2009
30,28,0,0,4,6,2,1,0,0,0,1,ATL,TOR,2009
29,27,1,0,5,5,1,3,0,0,2,7,CIN,CLE,2009
44,34,3,1,17,8,3,1,0,0,9,0,FLO,TBA,2009
40,39,3,1,12,11,0,1,0,0,4,1,HOU,TEX,2009
34,34,0,0,9,10,3,3,1,0,7,4,LAN,ANA,2009
33,29,0,1,5,7,0,2,0,0,6,5,SDN,CHN,2009
29,31,0,1,5,7,1,1,0,0,3,3,SLN,KCA,2009
44,37,1,1,11,4,3,0,0,0,3,5,WAS,BAL,2009
32,35,1,1,8,7,1,2,0,0,3,1,BOS,NYN,2009
29,25,0,1,2,6,0,0,0,0,2,2,CHA,PIT,2009
32,31,1,1,8,7,1,0,0,0,4,3,DET,COL,2009
33,34,0,2,9,12,4,1,0,2,1,4,MIN,MIL,2009
39,35,4,3,14,8,0,1,1,0,3,0,NYA,PHI,2009
32,32,1,1,7,6,1,0,0,0,2,3,OAK,ARI,2009
39,45,1,0,3,11,0,0,0,0,1,7,SEA,SFN,2009
31,34,0,1,7,11,3,2,0,0,5,1,ATL,TOR,2009
32,38,1,3,8,11,2,0,0,0,9,5,CIN,CLE,2009
39,33,0,1,13,7,4,0,0,0,9,3,FLO,TBA,2009
36,32,3,2,11,6,3,0,0,0,0,3,HOU,TEX,2009
42,37,2,0,12,11,1,4,0,0,1,5,LAN,ANA,2009
33,28,1,0,7,5,0,1,0,0,0,2,SDN,CHN,2009
32,29,0,1,5,9,2,2,0,0,0,5,SLN,KCA,2009
30,31,0,1,3,7,1,1,1,0,4,3,WAS,BAL,2009
33,32,1,0,6,6,0,0,0,0,2,2,BOS,NYN,2009
31,30,0,2,5,6,1,1,0,0,4,2,CHA,PIT,2009
32,32,2,1,7,6,1,1,1,0,2,3,DET,COL,2009
34,31,0,2,8,10,1,0,0,1,3,3,MIN,MIL,2009
31,31,2,2,6,8,1,2,0,0,2,1,NYA,PHI,2009
46,44,0,4,15,14,4,3,0,0,4,1,OAK,ARI,2009
35,33,1,0,12,10,2,0,0,0,6,0,SEA,SFN,2009
36,34,0,3,10,13,2,3,0,0,3,2,ATL,TOR,2009
37,40,0,1,8,10,2,2,1,0,5,2,CIN,CLE,2009
42,43,1,1,9,17,3,2,1,0,6,5,FLO,TBA,2009
36,36,3,0,11,9,4,1,0,0,3,1,HOU,TEX,2009
38,38,0,1,16,12,2,5,1,0,4,3,LAN,ANA,2009
30,30,1,1,4,9,0,4,0,0,0,3,SDN,CHN,2009
35,34,0,0,8,8,4,2,0,0,0,5,SLN,KCA,2009
35,34,1,2,7,12,2,3,1,0,4,1,WAS,BAL,2009
33,39,1,2,8,16,1,6,0,0,4,6,BOS,NYN,2009
39,32,2,1,16,7,2,1,0,0,0,2,CHA,PIT,2009
33,32,0,0,8,6,4,1,0,0,4,3,DET,COL,2009
33,28,2,3,7,6,1,0,0,0,0,5,MIN,MIL,2009
44,43,0,1,11,13,3,2,0,0,3,1,NYA,PHI,2009
30,33,0,2,6,10,2,1,0,0,5,5,OAK,ARI,2009
36,26,1,2,8,5,0,1,0,0,1,5,SEA,SFN,2009
41,35,2,1,13,7,3,2,0,1,4,7,ARI,SDN,2009
43,36,2,1,18,10,4,4,1,0,5,7,CHN,PIT,2009
37,37,1,0,14,13,3,2,1,0,4,5,CIN,HOU,2009
45,30,0,0,19,8,2,5,1,0,4,11,COL,LAN,2009
32,32,0,0,2,3,0,0,0,0,4,1,MIL,SLN,2009
33,27,0,1,6,9,1,2,0,0,9,7,NYN,WAS,2009
38,31,1,2,11,6,1,2,0,0,3,3,PHI,FLO,2009
33,35,0,1,6,13,1,3,1,0,4,2,SFN,ATL,2009
51,30,3,0,24,4,4,1,0,0,4,6,ANA,CHA,2009
35,31,0,0,9,9,2,2,0,1,1,4,BAL,TOR,2009
36,38,1,2,10,12,2,2,0,0,9,10,CLE,TBA,2009
45,33,1,0,19,7,3,0,0,1,5,1,KCA,DET,2009
42,35,1,2,16,8,4,3,0,0,0,0,MIN,BOS,2009
33,31,1,1,8,8,1,3,0,0,2,7,OAK,SEA,2009
43,31,0,1,19,4,5,3,1,0,3,1,TEX,NYA,2009
36,32,1,1,10,10,1,4,0,0,2,3,ARI,SDN,2009
19,22,0,1,4,8,0,2,0,0,2,4,CHN,PIT,2009
34,31,1,2,11,8,2,0,1,0,4,3,CIN,HOU,2009
37,33,0,1,12,7,2,0,1,0,5,5,COL,LAN,2009
37,33,4,0,13,6,3,0,0,0,6,2,MIL,SLN,2009
31,33,1,1,9,10,2,2,0,0,1,4,NYN,WAS,2009
34,34,0,0,6,10,1,5,0,0,5,4,PHI,FLO,2009
32,28,0,0,5,5,1,2,0,0,2,2,SFN,ATL,2009
36,33,2,2,11,8,1,1,0,0,6,1,ANA,CHA,2009
34,37,0,3,9,14,4,3,0,0,5,1,BAL,TOR,2009
32,31,1,4,6,6,2,0,0,0,3,0,CLE,TBA,2009
30,32,0,1,6,9,1,2,0,0,0,2,KCA,DET,2009
35,28,0,1,9,7,2,2,0,0,2,4,MIN,BOS,2009
34,32,0,0,9,9,3,0,0,0,1,4,OAK,SEA,2009
37,31,1,2,13,9,1,3,0,1,4,5,TEX,NYA,2009
34,36,1,0,11,11,0,3,1,2,5,1,ARI,SDN,2009
34,34,0,1,8,12,0,3,0,1,5,2,CHN,PIT,2009
28,35,0,3,5,11,1,1,0,1,1,1,CIN,HOU,2009
35,31,0,1,12,7,2,2,0,1,4,8,COL,LAN,2009
30,36,0,0,7,8,4,1,0,1,6,2,MIL,SLN,2009
32,33,1,1,5,11,0,4,0,0,7,7,NYN,WAS,2009
34,34,2,2,10,8,3,2,0,0,2,3,PHI,FLO,2009
32,35,0,0,5,14,2,3,0,0,2,4,SFN,ATL,2009
31,29,0,0,5,7,1,2,0,0,2,2,ANA,CHA,2009
44,45,1,2,12,18,3,2,0,0,5,4,BAL,TOR,2009
39,38,1,2,11,14,1,3,1,0,6,5,CLE,TBA,2009
35,34,2,1,12,8,0,0,0,1,2,2,KCA,DET,2009
32,34,1,0,6,13,0,3,0,0,2,5,MIN,BOS,2009
36,32,1,1,11,5,5,0,1,0,2,2,OAK,SEA,2009
40,31,4,1,15,5,4,2,0,0,5,5,TEX,NYA,2009
33,33,0,0,7,11,3,2,0,1,0,0,ARI,ATL,2009
33,32,0,1,8,9,1,1,0,0,3,3,CHN,LAN,2009
30,31,0,3,5,11,1,1,0,0,7,2,BAL,DET,2009
35,29,1,0,8,7,1,3,0,0,2,2,CLE,TBA,2009
30,30,2,1,6,5,1,1,0,0,4,4,MIN,BOS,2009
40,37,1,1,13,11,2,3,0,0,4,3,ARI,ATL,2009
30,31,1,1,5,8,0,2,0,0,5,2,CHN,LAN,2009
31,27,0,0,6,4,0,0,0,0,4,7,COL,SDN,2009
30,25,1,2,5,3,0,1,0,0,2,4,MIL,CIN,2009
37,37,0,1,6,7,1,0,1,0,2,3,NYN,FLO,2009
32,39,1,0,6,16,1,6,0,1,4,2,PHI,WAS,2009
38,33,1,0,15,7,3,2,0,0,4,2,PIT,HOU,2009
33,32,0,0,6,10,0,1,0,1,2,2,SFN,SLN,2009
33,31,1,1,11,5,2,0,0,0,2,3,ANA,SEA,2009
33,32,0,2,7,11,2,1,0,0,0,4,BAL,DET,2009
35,33,0,0,10,8,1,0,0,0,3,5,CLE,NYA,2009
43,31,1,1,18,5,4,1,0,0,3,4,KCA,CHA,2009
35,32,1,2,8,10,3,2,1,0,2,2,TBA,MIN,2009
36,30,1,3,9,6,3,1,0,0,5,6,TEX,OAK,2009
28,31,0,0,5,8,2,2,0,0,5,3,TEX,OAK,2009
36,34,1,0,11,10,3,5,0,0,2,5,TOR,BOS,2009
38,38,0,0,8,10,2,4,0,0,2,2,ARI,ATL,2009
30,29,0,1,5,10,2,2,0,1,2,7,CHN,LAN,2009
37,36,2,1,11,11,2,5,1,2,1,3,COL,SDN,2009
30,41,2,3,9,16,2,2,1,0,4,3,MIL,CIN,2009
37,35,1,0,11,7,6,2,0,0,3,3,NYN,FLO,2009
37,35,1,2,11,10,1,4,1,0,1,4,PHI,WAS,2009
33,34,0,0,8,13,6,4,0,0,5,5,PIT,HOU,2009
40,33,2,0,15,7,3,3,1,1,3,1,SFN,SLN,2009
35,37,1,0,9,11,1,1,0,0,1,2,ANA,SEA,2009
38,37,3,1,12,11,3,3,0,1,1,2,BAL,DET,2009
40,32,2,2,13,7,3,1,0,0,4,3,CLE,NYA,2009
31,33,0,1,10,8,1,0,1,2,5,0,KCA,CHA,2009
34,29,0,2,6,9,2,0,0,0,3,5,TBA,MIN,2009
30,39,0,3,5,17,1,4,0,0,4,5,TEX,OAK,2009
30,37,1,1,4,14,1,4,0,0,4,1,TOR,BOS,2009
40,36,2,0,15,10,7,2,0,0,5,1,ARI,ATL,2009
39,35,1,0,12,9,2,3,0,0,4,1,CHN,LAN,2009
37,33,2,0,12,8,3,0,0,0,6,0,COL,SDN,2009
36,29,1,1,7,8,2,1,0,0,3,3,MIL,CIN,2009
32,27,0,0,6,7,2,4,0,0,4,2,NYN,FLO,2009
33,31,2,1,5,7,0,1,0,2,1,6,PHI,WAS,2009
34,30,0,1,8,4,1,0,0,0,2,1,PIT,HOU,2009
33,29,0,1,8,12,3,2,0,0,6,2,SFN,SLN,2009
36,36,2,2,15,11,6,3,0,0,4,4,ANA,SEA,2009
33,28,1,0,6,2,2,1,0,0,4,2,BAL,DET,2009
34,29,1,0,10,9,3,2,0,0,1,4,CLE,NYA,2009
36,37,0,0,11,10,2,4,1,0,2,3,KCA,CHA,2009
36,34,1,2,8,8,0,1,0,0,2,3,TBA,MIN,2009
37,35,3,0,10,10,1,3,0,0,2,3,TEX,OAK,2009
34,31,4,1,11,5,5,0,0,0,8,5,TOR,BOS,2009
38,36,0,0,11,11,0,1,0,0,4,5,FLO,MIL,2009
35,29,1,1,8,10,1,0,0,0,2,2,HOU,COL,2009
32,36,0,0,5,9,3,2,0,0,5,2,LAN,ARI,2009
32,35,0,0,7,13,3,2,1,1,6,3,PIT,NYN,2009
38,30,2,2,12,6,4,0,0,0,4,2,SDN,PHI,2009
33,30,0,1,8,7,1,4,0,0,5,3,SLN,CIN,2009
32,30,1,2,5,6,1,0,0,0,3,6,CHA,OAK,2009
30,29,0,1,6,4,2,0,0,0,11,2,CLE,NYA,2009
31,28,0,0,6,2,1,1,0,0,2,3,SEA,BAL,2009
44,39,2,2,10,7,2,0,0,0,3,4,ATL,CHN,2009
30,39,1,2,6,15,1,0,0,0,4,4,FLO,MIL,2009
40,40,0,1,8,12,2,1,0,0,5,6,HOU,COL,2009
35,30,1,1,10,6,0,2,0,0,2,3,LAN,ARI,2009
30,30,0,1,8,8,0,3,0,1,1,1,PIT,NYN,2009
35,35,3,1,11,9,2,0,1,0,7,5,SDN,PHI,2009
30,31,0,0,5,9,2,4,0,0,3,3,SLN,CIN,2009
38,37,1,1,11,14,4,4,0,0,1,5,WAS,SFN,2009
33,28,1,0,8,5,2,0,0,0,5,5,CHA,OAK,2009
36,33,1,0,10,9,2,0,0,0,5,3,DET,BOS,2009
36,31,1,1,9,10,2,2,0,0,2,2,MIN,CLE,2009
35,35,1,2,8,13,1,0,0,0,1,6,NYA,TEX,2009
32,38,0,2,6,16,3,6,0,0,3,3,SEA,BAL,2009
33,28,2,2,6,6,0,2,0,0,0,7,TBA,KCA,2009
30,34,0,1,7,9,0,2,0,1,1,1,TOR,ANA,2009
39,40,0,0,9,7,2,2,0,0,4,1,ATL,CHN,2009
36,36,1,2,8,9,2,0,0,0,9,2,FLO,MIL,2009
33,35,1,1,9,13,2,0,0,1,3,4,HOU,COL,2009
32,25,0,0,7,5,0,0,0,1,4,3,LAN,ARI,2009
35,31,1,0,10,6,2,1,0,0,5,3,SDN,PHI,2009
38,37,3,0,13,10,2,4,0,0,2,1,SLN,CIN,2009
